Gen	Best	Mean	Err
249	4.95638	4.95638	1.88486e-07
250	4.95638	4.95638	1.88486e-07
251	4.95638	4.95638	1.88486e-07
252	4.95638	4.95638	1.88486e-07
253	4.93647	4.93647	2.30848e-07
254	4.93647	4.93647	2.30848e-07
255	4.93647	4.93647	2.30848e-07
256	4.93647	4.93647	2.30848e-07
257	4.93647	4.93647	2.30848e-07
258	4.93647	4.93647	2.30848e-07
259	4.93647	4.93647	2.30848e-07
260	4.93647	4.93647	2.30848e-07
261	4.93647	4.93647	2.30848e-07
262	4.93647	4.93647	2.30848e-07
263	4.93647	4.93647	2.30848e-07
264	4.93647	4.93647	2.30848e-07
265	4.93647	4.93647	2.30848e-07
266	4.93647	4.93647	2.30848e-07
267	4.93647	4.93647	2.30848e-07
268	4.93647	4.93647	2.30848e-07
269	4.93647	4.93647	2.30848e-07
270	4.88311	4.88311	1.03238e-07
271	4.88311	4.88311	1.03238e-07
272	4.88311	4.88311	1.03238e-07
273	4.88311	4.88311	1.03238e-07
274	4.88311	4.88311	1.03238e-07
275	4.88311	4.88311	1.03238e-07
276	4.88311	4.88311	1.03238e-07
277	4.88311	4.88311	1.03238e-07
278	4.88311	4.88311	1.03238e-07
279	4.88311	4.88311	1.03238e-07
280	4.88311	4.88311	1.03238e-07
281	4.88311	4.88311	1.03238e-07
282	4.88311	4.88311	1.03238e-07
283	4.88311	4.88311	1.03238e-07
284	4.88311	4.88311	1.03238e-07
285	4.88311	4.88311	1.03238e-07
286	4.88311	4.88311	1.03238e-07
287	4.88311	4.88311	1.03238e-07
288	4.88311	4.88311	1.03238e-07
289	4.88311	4.88311	1.03238e-07
290	4.88311	4.88311	1.03238e-07
291	4.88311	4.88311	1.03238e-07
292	4.88311	4.88311	1.03238e-07
293	4.88311	4.88311	1.03238e-07
294	4.88311	4.88311	1.03238e-07
295	4.88311	4.88311	1.03238e-07
296	4.88311	4.88311	1.03238e-07
297	4.88311	4.88311	1.03238e-07
298	4.88311	4.88311	1.03238e-07
299	4.88311	4.88311	1.03238e-07
