#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-0.417317	-0.417317	0
2	-0.417661	-0.417489	0.00012178
3	-0.412617	-0.415865	0.00132837
4	-0.414765	-0.41559	0.00102437
5	-0.416534	-0.415779	0.000836709
6	-0.414642	-0.415589	0.000718395
7	-0.412511	-0.41515	0.000738197
8	-0.416685	-0.415342	0.000670413
9	-0.413521	-0.415139	0.000625706
10	-0.414079	-0.415033	0.000572054
11	-0.414383	-0.414974	0.000523097
12	-0.414013	-0.414894	0.000485602
13	-0.410878	-0.414585	0.000537617
14	-0.413334	-0.414496	0.000506593
15	-0.414145	-0.414472	0.00047336
16	-0.41444	-0.41447	0.000443779
17	-0.413249	-0.414398	0.000423453
18	-0.414918	-0.414427	0.00040091
19	-0.412313	-0.414316	0.00039495
20	-0.413764	-0.414288	0.000376167
21	-0.415295	-0.414336	0.000361297
22	-0.418015	-0.414504	0.000381619
23	-0.41492	-0.414522	0.000365457
24	-0.414642	-0.414527	0.000350264
25	-0.416362	-0.4146	0.000343861
26	-0.414414	-0.414593	0.00033071
27	-0.416184	-0.414652	0.000323667
28	-0.414261	-0.414638	0.000312409
29	-0.414566	-0.414635	0.000301646
30	-0.414087	-0.414617	0.000292145
31	-0.412934	-0.414563	0.000287723
32	-0.415679	-0.414598	0.000280838
33	-0.416173	-0.414645	0.000276353
34	-0.416871	-0.414711	0.000275865
35	-0.417444	-0.414789	0.000278819
36	-0.411501	-0.414698	0.000285638
37	-0.414564	-0.414694	0.000277941
38	-0.413791	-0.41467	0.00027164
39	-0.415378	-0.414688	0.000265281
40	-0.415095	-0.414699	0.000258844
41	-0.415836	-0.414726	0.000254013
42	-0.416079	-0.414759	0.000249997
43	-0.413831	-0.414737	0.000245113
44	-0.415629	-0.414757	0.000240378
45	-0.413591	-0.414731	0.000236429
46	-0.416097	-0.414761	0.000233146
47	-0.412268	-0.414708	0.000234141
48	-0.412897	-0.41467	0.000232282
49	-0.412831	-0.414633	0.000230554
50	-0.415469	-0.414649	0.000226548
51	-0.412917	-0.414615	0.000224639
52	-0.416215	-0.414646	0.000222417
53	-0.413191	-0.414619	0.000219907
54	-0.41667	-0.414657	0.000219089
55	-0.415345	-0.414669	0.000215463
56	-0.413157	-0.414642	0.000213301
57	-0.415627	-0.41466	0.000210257
58	-0.412455	-0.414622	0.00021004
59	-0.414731	-0.414623	0.000206489
60	-0.412873	-0.414594	0.000205099
61	-0.412693	-0.414563	0.000204092
62	-0.413368	-0.414544	0.000201709
63	-0.417351	-0.414588	0.000203371
64	-0.416756	-0.414622	0.000202995
65	-0.416019	-0.414644	0.000201007
66	-0.412418	-0.41461	0.000200771
67	-0.413565	-0.414594	0.000198379
68	-0.414184	-0.414588	0.000195554
69	-0.413309	-0.41457	0.000193596
70	-0.414319	-0.414566	0.000190864
71	-0.414946	-0.414572	0.00018825
72	-0.412511	-0.414543	0.000187798
73	-0.415496	-0.414556	0.000185679
74	-0.415826	-0.414573	0.000183961
75	-0.414836	-0.414577	0.000181541
76	-0.414825	-0.41458	0.000179182
77	-0.414446	-0.414578	0.000176863
78	-0.415665	-0.414592	0.000175143
79	-0.414908	-0.414596	0.000172972
80	-0.417332	-0.41463	0.000174157
81	-0.415052	-0.414636	0.000172085
82	-0.413472	-0.414621	0.00017057
83	-0.41493	-0.414625	0.000168556
84	-0.419388	-0.414682	0.000175829
85	-0.413044	-0.414662	0.000174813
86	-0.41575	-0.414675	0.000173237
87	-0.412563	-0.414651	0.000172939
88	-0.41317	-0.414634	0.000171791
89	-0.415442	-0.414643	0.0001701
90	-0.412833	-0.414623	0.000169395
91	-0.416574	-0.414644	0.000168885
92	-0.41296	-0.414626	0.000168038
93	-0.41302	-0.414609	0.000167117
94	-0.411685	-0.414578	0.000168209
95	-0.41577	-0.41459	0.000166905
96	-0.412967	-0.414573	0.000166021
97	-0.415715	-0.414585	0.000164726
98	-0.416274	-0.414602	0.000163944
99	-0.413639	-0.414593	0.000162576
100	-0.412356	-0.41457	0.000162481
