#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	1.38268	1.38268	0
2	1.38234	1.38251	0.00012178
3	1.38738	1.38413	0.00132837
4	1.38524	1.38441	0.00102437
5	1.38347	1.38422	0.000836709
6	1.38536	1.38441	0.000718395
7	1.38749	1.38485	0.000738197
8	1.38331	1.38466	0.000670413
9	1.38648	1.38486	0.000625706
10	1.38592	1.38497	0.000572054
11	1.38562	1.38503	0.000523097
12	1.38599	1.38511	0.000485602
13	1.38912	1.38541	0.000537617
14	1.38667	1.3855	0.000506593
15	1.38586	1.38553	0.00047336
16	1.38556	1.38553	0.000443779
17	1.38675	1.3856	0.000423453
18	1.38508	1.38557	0.00040091
19	1.38769	1.38568	0.00039495
20	1.38624	1.38571	0.000376167
21	1.3847	1.38566	0.000361297
22	1.38198	1.3855	0.000381619
23	1.38508	1.38548	0.000365457
24	1.38536	1.38547	0.000350264
25	1.38364	1.3854	0.000343861
26	1.38559	1.38541	0.00033071
27	1.38382	1.38535	0.000323667
28	1.38574	1.38536	0.000312409
29	1.38543	1.38536	0.000301646
30	1.38591	1.38538	0.000292145
31	1.38707	1.38544	0.000287723
32	1.38432	1.3854	0.000280838
33	1.38383	1.38535	0.000276353
34	1.38313	1.38529	0.000275865
35	1.38256	1.38521	0.000278819
36	1.3885	1.3853	0.000285638
37	1.38544	1.38531	0.000277941
38	1.38621	1.38533	0.00027164
39	1.38462	1.38531	0.000265281
40	1.38491	1.3853	0.000258844
41	1.38416	1.38527	0.000254013
42	1.38392	1.38524	0.000249997
43	1.38617	1.38526	0.000245113
44	1.38437	1.38524	0.000240378
45	1.38641	1.38527	0.000236429
46	1.3839	1.38524	0.000233146
47	1.38773	1.38529	0.000234141
48	1.3871	1.38533	0.000232282
49	1.38717	1.38537	0.000230554
50	1.38453	1.38535	0.000226548
51	1.38708	1.38538	0.000224639
52	1.38378	1.38535	0.000222417
53	1.38681	1.38538	0.000219907
54	1.38333	1.38534	0.000219089
55	1.38466	1.38533	0.000215463
56	1.38684	1.38536	0.000213301
57	1.38437	1.38534	0.000210257
58	1.38755	1.38538	0.00021004
59	1.38527	1.38538	0.000206489
60	1.38713	1.38541	0.000205099
61	1.38731	1.38544	0.000204092
62	1.38663	1.38546	0.000201709
63	1.38265	1.38541	0.000203371
64	1.38324	1.38538	0.000202995
65	1.38398	1.38536	0.000201007
66	1.38758	1.38539	0.000200771
67	1.38643	1.38541	0.000198379
68	1.38582	1.38541	0.000195554
69	1.38669	1.38543	0.000193596
70	1.38568	1.38543	0.000190864
71	1.38505	1.38543	0.00018825
72	1.38749	1.38546	0.000187798
73	1.3845	1.38544	0.000185679
74	1.38417	1.38543	0.000183961
75	1.38516	1.38542	0.000181541
76	1.38517	1.38542	0.000179182
77	1.38555	1.38542	0.000176863
78	1.38434	1.38541	0.000175143
79	1.38509	1.3854	0.000172972
80	1.38267	1.38537	0.000174157
81	1.38495	1.38536	0.000172085
82	1.38653	1.38538	0.00017057
83	1.38507	1.38537	0.000168556
84	1.38061	1.38532	0.000175829
85	1.38696	1.38534	0.000174813
86	1.38425	1.38532	0.000173237
87	1.38744	1.38535	0.000172939
88	1.38683	1.38537	0.000171791
89	1.38456	1.38536	0.0001701
90	1.38717	1.38538	0.000169395
91	1.38343	1.38536	0.000168885
92	1.38704	1.38537	0.000168038
93	1.38698	1.38539	0.000167117
94	1.38832	1.38542	0.000168209
95	1.38423	1.38541	0.000166905
96	1.38703	1.38543	0.000166021
97	1.38428	1.38541	0.000164726
98	1.38373	1.3854	0.000163944
99	1.38636	1.38541	0.000162576
100	1.38764	1.38543	0.000162481
