#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-5.46482	-5.46482	0
2	-5.46403	-5.46443	0.000278796
3	-5.46427	-5.46437	0.000190425
4	-5.46498	-5.46453	0.000193476
5	-5.46436	-5.46449	0.000157493
6	-5.46355	-5.46434	0.000194355
7	-5.46475	-5.4644	0.000175512
8	-5.46433	-5.46439	0.000153779
9	-5.4639	-5.46433	0.000145887
10	-5.4646	-5.46436	0.000133657
11	-5.4648	-5.4644	0.000127362
12	-5.46544	-5.46449	0.000143396
13	-5.46482	-5.46451	0.000134628
14	-5.46484	-5.46453	0.000126983
15	-5.46405	-5.4645	0.000122489
16	-5.46331	-5.46443	0.000135487
17	-5.46448	-5.46443	0.000127548
18	-5.46391	-5.4644	0.000123698
19	-5.46379	-5.46437	0.000121287
20	-5.46349	-5.46433	0.000122991
