#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-5.7102	-5.7102	0
2	-5.70898	-5.70959	0.000431608
3	-5.71042	-5.70986	0.000366674
4	-5.70955	-5.70979	0.00028303
5	-5.70914	-5.70966	0.000254624
6	-5.70943	-5.70962	0.000214964
7	-5.7096	-5.70962	0.000184277
8	-5.7096	-5.70961	0.000161251
9	-5.70967	-5.70962	0.000143449
10	-5.70958	-5.70962	0.000129168
11	-5.70994	-5.70964	0.000120673
12	-5.7102	-5.70969	0.000119152
13	-5.70954	-5.70968	0.000110561
14	-5.7089	-5.70962	0.000115732
15	-5.70879	-5.70957	0.000120588
16	-5.70939	-5.70956	0.000113562
17	-5.70971	-5.70957	0.000107225
18	-5.70916	-5.70954	0.000103648
19	-5.70934	-5.70953	9.87543e-05
20	-5.70923	-5.70952	9.4938e-05
