#BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
1	0.711336	0.711336	0
2	0.714044	0.71269	0.000957545
3	0.712973	0.712785	0.000642984
4	0.714591	0.713236	0.000620954
5	0.712346	0.713058	0.000521683
6	0.714214	0.713251	0.000468969
7	0.714326	0.713404	0.000426398
8	0.710925	0.713095	0.000472496
9	0.714432	0.713243	0.000442739
10	0.712021	0.713121	0.00041498
11	0.71271	0.713084	0.00037893
12	0.71435	0.713189	0.000361751
13	0.710264	0.712964	0.000397785
14	0.712716	0.712946	0.000369766
15	0.711498	0.71285	0.0003575
16	0.716554	0.713081	0.000403222
17	0.715449	0.713221	0.000402832
18	0.715506	0.713348	0.000399965
19	0.711843	0.713268	0.000386674
20	0.712384	0.713224	0.000369863
