#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-5.4878	-5.4878	0
2	-5.487	-5.4874	0.000280806
3	-5.48749	-5.48743	0.00018898
4	-5.48828	-5.48764	0.000232006
5	-5.48747	-5.48761	0.000188206
6	-5.48758	-5.4876	0.000156912
7	-5.48719	-5.48754	0.0001453
8	-5.48698	-5.48747	0.000142986
9	-5.48703	-5.48742	0.000135448
10	-5.48799	-5.48748	0.000133293
11	-5.48683	-5.48742	0.000133783
12	-5.48716	-5.4874	0.000124448
13	-5.48704	-5.48737	0.000117899
14	-5.486	-5.48727	0.000144417
15	-5.48607	-5.48719	0.000155384
16	-5.48628	-5.48714	0.000155928
17	-5.48612	-5.48708	0.000157835
18	-5.48678	-5.48706	0.000149935
19	-5.48677	-5.48705	0.000142816
20	-5.48709	-5.48705	0.000135692
