#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-6.66447	-6.66447	0
2	-6.66943	-6.66695	0.00175537
3	-6.67046	-6.66812	0.00150983
4	-6.66947	-6.66846	0.00116971
5	-6.6694	-6.66865	0.000950679
6	-6.65917	-6.66707	0.00164538
7	-6.66105	-6.66621	0.00161944
8	-6.66586	-6.66616	0.00141759
9	-6.67408	-6.66704	0.00150878
10	-6.66649	-6.66699	0.0013589
11	-6.66598	-6.6669	0.00123846
12	-6.66292	-6.66656	0.00117885
13	-6.66365	-6.66634	0.0011093
14	-6.66883	-6.66652	0.00104419
15	-6.67051	-6.66678	0.00100792
16	-6.66847	-6.66689	0.000950405
17	-6.66642	-6.66686	0.0008949
18	-6.66253	-6.66662	0.000876882
19	-6.66707	-6.66664	0.000831056
20	-6.66926	-6.66678	0.000799758
