#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	0.910761	0.910761	0
2	0.914522	0.912642	0.00132971
3	0.91192	0.912401	0.000907966
4	0.912021	0.912306	0.000685938
5	0.90846	0.911537	0.000880066
6	0.909998	0.91128	0.000769872
7	0.913666	0.911621	0.000731461
8	0.913038	0.911798	0.000661112
9	0.914866	0.912139	0.000669797
10	0.909525	0.911878	0.000651841
11	0.911036	0.911801	0.000597055
12	0.912984	0.9119	0.000555379
13	0.910784	0.911814	0.000519253
14	0.913711	0.911949	0.000499533
15	0.91126	0.911903	0.000468343
16	0.915216	0.91211	0.000482665
17	0.910299	0.912004	0.000465883
18	0.911074	0.911952	0.000442856
19	0.910759	0.911889	0.00042398
20	0.912196	0.911905	0.000403058
