#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-6.77785	-6.77785	0
2	-6.78085	-6.77935	0.00105946
3	-6.77451	-6.77774	0.00149391
4	-6.78024	-6.77836	0.00124482
5	-6.77988	-6.77867	0.00103206
6	-6.77471	-6.77801	0.00104964
7	-6.78226	-6.77861	0.00106135
8	-6.78129	-6.77895	0.000980008
9	-6.77448	-6.77845	0.000988836
10	-6.77717	-6.77832	0.000898176
11	-6.78214	-6.77867	0.000881035
12	-6.77462	-6.77833	0.000869966
13	-6.78396	-6.77877	0.000904384
14	-6.7793	-6.77881	0.000840598
15	-6.77796	-6.77875	0.000786428
16	-6.77899	-6.77876	0.00073742
17	-6.77659	-6.77864	0.000705035
18	-6.77707	-6.77855	0.000671202
19	-6.77831	-6.77854	0.000635998
20	-6.77402	-6.77831	0.000642967
