#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-6.66212	-6.66212	0
2	-6.66599	-6.66405	0.00136872
3	-6.65612	-6.66141	0.00234404
4	-6.66747	-6.66292	0.00219317
5	-6.66293	-6.66292	0.00175453
6	-6.66498	-6.66327	0.00149516
7	-6.6579	-6.6625	0.00146504
8	-6.66324	-6.66259	0.00128482
9	-6.66142	-6.66246	0.0011487
10	-6.67143	-6.66336	0.00133914
11	-6.66837	-6.66381	0.00129244
12	-6.66502	-6.66391	0.00118866
13	-6.66018	-6.66363	0.00113147
14	-6.67209	-6.66423	0.00120122
15	-6.66542	-6.66431	0.00112376
16	-6.6587	-6.66396	0.00110689
17	-6.66649	-6.66411	0.00105173
18	-6.66579	-6.6642	0.000997433
19	-6.66442	-6.66421	0.000945
20	-6.66279	-6.66414	0.000900424
