#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-6.66017	-6.66017	0
2	-6.66527	-6.66272	0.00180496
3	-6.66656	-6.664	0.0015936
4	-6.66166	-6.66341	0.00129786
5	-6.66875	-6.66448	0.00141
6	-6.6603	-6.66378	0.00133616
7	-6.6617	-6.66349	0.00117791
8	-6.66312	-6.66344	0.00103155
9	-6.66526	-6.66364	0.000936557
10	-6.66588	-6.66387	0.000869232
11	-6.66594	-6.66405	0.000810407
12	-6.66535	-6.66416	0.000750039
13	-6.66237	-6.66402	0.000704844
14	-6.66773	-6.66429	0.000702359
15	-6.66083	-6.66406	0.000692294
16	-6.65568	-6.66354	0.000823639
17	-6.67002	-6.66392	0.000859026
18	-6.6575	-6.66356	0.000882099
19	-6.6589	-6.66332	0.000869136
20	-6.65812	-6.66306	0.000863603
