#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-6.66087	-6.66087	0
2	-6.66473	-6.6628	0.00136422
3	-6.65524	-6.66028	0.00225124
4	-6.66602	-6.66172	0.00209621
5	-6.66096	-6.66156	0.00168247
6	-6.66749	-6.66255	0.00166654
7	-6.66268	-6.66257	0.00142857
8	-6.66191	-6.66249	0.00125236
9	-6.66484	-6.66275	0.00114007
10	-6.65587	-6.66206	0.00121575
11	-6.66991	-6.66277	0.00129788
12	-6.66988	-6.66337	0.00131797
13	-6.65969	-6.66308	0.00124652
14	-6.66479	-6.66321	0.00116344
15	-6.66533	-6.66335	0.00109442
16	-6.65789	-6.66301	0.00107785
17	-6.6631	-6.66301	0.00101447
18	-6.65912	-6.6628	0.000980902
19	-6.66168	-6.66274	0.000931045
20	-6.65685	-6.66244	0.000929897
