#BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
1	0.788921	0.788921	0
2	0.793125	0.791023	0.00148617
3	0.79288	0.791642	0.00111225
4	0.794925	0.792463	0.00109593
5	0.789012	0.791773	0.00107224
6	0.79072	0.791597	0.000907786
7	0.792078	0.791666	0.000780699
8	0.790372	0.791504	0.000699659
9	0.791269	0.791478	0.000622406
10	0.787893	0.79112	0.000655331
11	0.791963	0.791196	0.000600227
12	0.790552	0.791143	0.000552607
13	0.794421	0.791395	0.000564722
14	0.790121	0.791304	0.000531664
15	0.788481	0.791116	0.000528469
16	0.794168	0.791306	0.000528743
17	0.796309	0.791601	0.000573698
18	0.787737	0.791386	0.000580591
19	0.790995	0.791366	0.000550398
20	0.786818	0.791138	0.000567909
