#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	0.957373	0.957373	0
2	0.961962	0.959667	0.00162252
3	0.962404	0.96058	0.00131338
4	0.958986	0.960181	0.00104371
5	0.96351	0.960847	0.0010255
6	0.957288	0.960254	0.00101166
7	0.95875	0.960039	0.000889653
8	0.959989	0.960033	0.000778469
9	0.961593	0.960206	0.000711016
10	0.961781	0.960364	0.000657129
11	0.961445	0.960462	0.000604699
12	0.960698	0.960482	0.000554627
13	0.959482	0.960405	0.000517268
14	0.96345	0.960622	0.000524069
15	0.958356	0.960471	0.000510436
16	0.955193	0.960141	0.000575357
17	0.964222	0.960381	0.000589453
18	0.956786	0.960182	0.000589584
19	0.956857	0.960007	0.000583948
20	0.955951	0.959804	0.0005889
