#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-6.68444	-6.68444	0
2	-6.68888	-6.68666	0.00157073
3	-6.68725	-6.68686	0.00105957
4	-6.68723	-6.68695	0.000798725
5	-6.68719	-6.687	0.000640409
6	-6.67923	-6.6857	0.0012963
7	-6.68634	-6.68579	0.00111427
8	-6.69168	-6.68653	0.0011934
9	-6.68631	-6.68651	0.00106105
10	-6.68842	-6.6867	0.000972139
11	-6.68798	-6.68681	0.000890765
12	-6.68868	-6.68697	0.000829977
13	-6.68143	-6.68654	0.000868519
14	-6.68927	-6.68674	0.000827954
15	-6.68707	-6.68676	0.000773048
16	-6.69411	-6.68722	0.000850297
17	-6.67605	-6.68656	0.00102327
18	-6.69011	-6.68676	0.000985266
19	-6.68665	-6.68675	0.000933427
20	-6.68826	-6.68683	0.000889806
