#BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
1	0.71212	0.71212	0
2	0.714513	0.713316	0.000846046
3	0.710344	0.712325	0.000986265
4	0.713918	0.712724	0.000816133
5	0.713843	0.712947	0.000682921
6	0.710394	0.712522	0.000689081
7	0.715447	0.71294	0.000706049
8	0.71455	0.713141	0.000645859
9	0.710387	0.712835	0.000642488
10	0.711627	0.712714	0.000589494
11	0.715006	0.712923	0.000571544
12	0.710034	0.712682	0.00057237
13	0.715741	0.712917	0.000574696
14	0.713609	0.712967	0.000535767
15	0.712485	0.712934	0.00050101
16	0.713499	0.71297	0.000470937
17	0.710892	0.712848	0.000458821
18	0.712599	0.712834	0.000433538
19	0.712836	0.712834	0.00041072
20	0.710614	0.712723	0.00040491
