#BLOCK:	ACTUAL_KE:	KE_AVE:	ERROR:
1	1.19511	1.19511	0
2	1.20163	1.19837	0.00230703
3	1.20248	1.19974	0.00190242
4	1.19742	1.19916	0.00151309
5	1.20408	1.20014	0.00149682
6	1.19518	1.19932	0.001458
7	1.19756	1.19907	0.0012712
8	1.19909	1.19907	0.00111231
9	1.20129	1.19932	0.0010157
10	1.20166	1.19955	0.00094071
11	1.20106	1.19969	0.00086518
12	1.20015	1.19973	0.000793928
13	1.19826	1.19961	0.000740847
14	1.20415	1.19994	0.000755459
15	1.19662	1.19972	0.000736758
16	1.192	1.19923	0.000833868
17	1.20521	1.19958	0.000855681
18	1.19443	1.1993	0.000854698
19	1.19445	1.19904	0.00084702
20	1.19308	1.19874	0.000855589
