#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-6.67185	-6.67185	0
2	-6.67594	-6.6739	0.00144944
3	-6.66418	-6.67066	0.00281632
4	-6.67901	-6.67275	0.00278159
5	-6.68065	-6.67433	0.00263642
6	-6.67542	-6.67451	0.00220332
7	-6.67382	-6.67441	0.00189074
8	-6.66976	-6.67383	0.00174151
9	-6.67832	-6.67433	0.00161782
10	-6.67399	-6.67429	0.0014564
11	-6.67117	-6.67401	0.00135145
12	-6.67132	-6.67378	0.00125724
13	-6.67309	-6.67373	0.00116168
14	-6.66944	-6.67342	0.00111842
15	-6.6727	-6.67338	0.00104489
16	-6.67103	-6.67323	0.000989831
17	-6.67867	-6.67355	0.000982048
18	-6.67754	-6.67377	0.000952171
19	-6.6667	-6.6734	0.000972106
20	-6.66969	-6.67321	0.000941026
