#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-5.99066	-5.99066	0
2	-5.98951	-5.99008	0.000403695
3	-5.99041	-5.99019	0.000283639
4	-5.99097	-5.99039	0.000270897
5	-5.99055	-5.99042	0.000218767
6	-5.99084	-5.99049	0.000193134
7	-5.98993	-5.99041	0.000181586
8	-5.99079	-5.99046	0.000165029
9	-5.99034	-5.99044	0.000147204
10	-5.99017	-5.99042	0.000134975
11	-5.99018	-5.9904	0.000124484
12	-5.99058	-5.99041	0.00011502
13	-5.99093	-5.99045	0.000112935
14	-5.99064	-5.99046	0.000105677
15	-5.99075	-5.99048	0.000100321
16	-5.99098	-5.99051	9.88181e-05
17	-5.991	-5.99054	9.70051e-05
18	-5.98963	-5.99049	0.000104143
19	-5.99159	-5.99055	0.000113515
20	-5.99011	-5.99053	0.000109985
