#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-5.48746	-5.48746	0
2	-5.48591	-5.48668	0.000546815
3	-5.48646	-5.48661	0.000369751
4	-5.48722	-5.48676	0.000307444
5	-5.48689	-5.48679	0.000247049
6	-5.48556	-5.48658	0.000277901
7	-5.48685	-5.48662	0.000240877
8	-5.4861	-5.48655	0.000219425
9	-5.48798	-5.48671	0.000245574
10	-5.48566	-5.48661	0.000242708
11	-5.48667	-5.48661	0.000220715
12	-5.48591	-5.48655	0.00020999
13	-5.48766	-5.48664	0.00021047
14	-5.48692	-5.48666	0.000196393
15	-5.48687	-5.48667	0.000183783
16	-5.48638	-5.48666	0.000173193
17	-5.48691	-5.48667	0.000163661
18	-5.48567	-5.48662	0.000163687
19	-5.48681	-5.48663	0.000155409
20	-5.48695	-5.48664	0.000148506
