#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-5.57938	-5.57938	0
2	-5.57811	-5.57875	0.000451024
3	-5.5784	-5.57863	0.000314797
4	-5.57751	-5.57835	0.000338979
5	-5.5776	-5.5782	0.000302504
6	-5.57868	-5.57828	0.000262241
7	-5.57927	-5.57842	0.000260367
8	-5.57819	-5.57839	0.000229456
9	-5.57787	-5.57833	0.000211218
10	-5.57852	-5.57835	0.000190875
11	-5.57793	-5.57831	0.00017734
12	-5.57834	-5.57832	0.000162573
13	-5.57897	-5.57837	0.000157656
14	-5.57808	-5.57835	0.000147687
15	-5.57876	-5.57837	0.00014034
16	-5.57783	-5.57834	0.000135644
17	-5.57857	-5.57835	0.000128369
18	-5.57853	-5.57836	0.000121593
19	-5.57913	-5.5784	0.000121684
20	-5.5779	-5.57838	0.000118205
