#BLOCK:	ACTUAL_KE:	KE_AVE:	ERROR:
1	1.18405	1.18405	0
2	1.18894	1.1865	0.00173024
3	1.17668	1.18322	0.00290962
4	1.19073	1.1851	0.00272151
5	1.19318	1.18672	0.00261309
6	1.18784	1.1869	0.0021843
7	1.18663	1.18687	0.00187261
8	1.18277	1.18635	0.00170696
9	1.19129	1.1869	0.00160294
10	1.18599	1.18681	0.00144522
11	1.18434	1.18659	0.0013312
12	1.18417	1.18639	0.00123547
13	1.18605	1.18636	0.00114071
14	1.18344	1.18615	0.00107818
15	1.18663	1.18618	0.00100677
16	1.18475	1.18609	0.000947799
17	1.19256	1.18647	0.000965271
18	1.19076	1.18671	0.00094058
19	1.17993	1.18635	0.000956436
20	1.1826	1.18617	0.000926837
