#BLOCK:	ACTUAL_KE:	KE_AVE:	ERROR:
1	1.16849	1.16849	0
2	1.17451	1.1715	0.00212945
3	1.17222	1.17174	0.00143301
4	1.17262	1.17196	0.00109162
5	1.17185	1.17194	0.000873508
6	1.16429	1.17066	0.0013727
7	1.17175	1.17082	0.00118531
8	1.17688	1.17157	0.00125623
9	1.17135	1.17155	0.0011169
10	1.17394	1.17179	0.00103049
11	1.17245	1.17185	0.000938568
12	1.17355	1.17199	0.000870964
13	1.16596	1.17153	0.000919205
14	1.17345	1.17166	0.000863762
15	1.17156	1.17166	0.000806204
16	1.17856	1.17209	0.000863475
17	1.16019	1.17139	0.00105899
18	1.17525	1.1716	0.00102162
19	1.17209	1.17163	0.00096818
20	1.1734	1.17172	0.000923801
