#BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
1	0.778991	0.778991	0
2	0.783007	0.780999	0.00141963
3	0.781477	0.781158	0.00095534
4	0.781747	0.781306	0.000727746
5	0.781234	0.781291	0.000582339
6	0.776192	0.780441	0.000915136
7	0.781164	0.780545	0.000790209
8	0.784586	0.78105	0.000837489
9	0.780899	0.781033	0.000744602
10	0.782627	0.781192	0.00068699
11	0.781635	0.781233	0.000625712
12	0.782365	0.781327	0.000580643
13	0.777307	0.781018	0.000612804
14	0.7823	0.781109	0.000575841
15	0.781042	0.781105	0.000537469
16	0.785705	0.781392	0.00057565
17	0.773461	0.780926	0.000705991
18	0.783498	0.781069	0.000681083
19	0.781395	0.781086	0.000645454
20	0.782265	0.781145	0.000615867
