#BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
1	0.79737	0.79737	0
2	0.800468	0.798919	0.00109534
3	0.793976	0.797272	0.00153069
4	0.800695	0.798127	0.00136649
5	0.797729	0.798048	0.00109551
6	0.802623	0.79881	0.00114807
7	0.798619	0.798783	0.000984384
8	0.79839	0.798734	0.00086256
9	0.800624	0.798944	0.000791877
10	0.794186	0.798468	0.000843614
11	0.803408	0.798917	0.000878345
12	0.80296	0.799254	0.000867361
13	0.796583	0.799049	0.000824617
14	0.799972	0.799115	0.000768347
15	0.800848	0.79923	0.00072576
16	0.796384	0.799052	0.000701856
17	0.799084	0.799054	0.000660573
18	0.796805	0.798929	0.00063558
19	0.798589	0.798911	0.00060238
20	0.795573	0.798744	0.000594932
