#BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
1	0.789365	0.789365	0
2	0.792628	0.790997	0.0011535
3	0.784454	0.788816	0.00193975
4	0.793823	0.790068	0.00181434
5	0.795453	0.791145	0.00174206
6	0.791895	0.79127	0.0014562
7	0.791089	0.791244	0.0012484
8	0.788516	0.790903	0.00113797
9	0.794193	0.791268	0.00106862
10	0.790662	0.791208	0.000963483
11	0.789559	0.791058	0.000887469
12	0.789443	0.790923	0.000823648
13	0.790697	0.790906	0.000760475
14	0.788957	0.790767	0.000718786
15	0.791087	0.790788	0.000671183
16	0.789836	0.790729	0.000631866
17	0.795037	0.790982	0.000643514
18	0.793841	0.791141	0.000627053
19	0.786619	0.790903	0.000637624
20	0.788401	0.790778	0.000617892
