#BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
1	0.757918	0.757918	0
2	0.761665	0.759791	0.00132472
3	0.756283	0.758622	0.00130062
4	0.758278	0.758536	0.000978302
5	0.75683	0.758195	0.000840029
6	0.75974	0.758453	0.000738461
7	0.758526	0.758463	0.000633041
8	0.757371	0.758327	0.000568438
9	0.761878	0.758721	0.000627468
10	0.7555	0.758399	0.000642093
11	0.758727	0.758429	0.000584412
12	0.756971	0.758307	0.000548185
13	0.760504	0.758476	0.000531414
14	0.761648	0.758703	0.000539596
15	0.756055	0.758526	0.000531716
16	0.757852	0.758484	0.000500153
17	0.760202	0.758585	0.000480837
18	0.761291	0.758736	0.000477046
19	0.756482	0.758617	0.000466454
20	0.760654	0.758719	0.000454113
