#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	0.948529	0.948529	0
2	0.951949	0.950239	0.0012091
3	0.943706	0.948062	0.00195227
4	0.953061	0.949311	0.00182082
5	0.954872	0.950423	0.00176388
6	0.951288	0.950568	0.00147577
7	0.950358	0.950538	0.00126525
8	0.947759	0.95019	0.00115377
9	0.953512	0.950559	0.001083
10	0.950215	0.950525	0.000975245
11	0.948712	0.95036	0.000900399
12	0.948661	0.950219	0.000836424
13	0.949791	0.950186	0.000772731
14	0.948413	0.950059	0.000727833
15	0.950445	0.950085	0.000679765
16	0.949212	0.95003	0.000639464
17	0.954457	0.950291	0.000652719
18	0.953291	0.950457	0.000637384
19	0.945684	0.950206	0.000651468
20	0.947548	0.950073	0.000632309
