#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	0.743867	0.743867	0
2	0.743286	0.743577	0.000205442
3	0.740964	0.742706	0.000724244
4	0.74361	0.742932	0.000577354
5	0.744592	0.743264	0.000549134
6	0.743658	0.74333	0.000461526
7	0.740901	0.742983	0.000509559
8	0.744213	0.743137	0.0004685
9	0.745339	0.743381	0.000476091
10	0.744355	0.743479	0.000438328
11	0.740771	0.743232	0.000462461
12	0.744524	0.74334	0.000436263
13	0.743026	0.743316	0.000403373
14	0.74426	0.743383	0.000380154
15	0.744125	0.743433	0.000358014
16	0.745374	0.743554	0.000355599
17	0.743934	0.743576	0.000335382
18	0.742383	0.74351	0.000323232
19	0.744957	0.743586	0.000315064
20	0.740985	0.743456	0.000325055
