#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	0.91172	0.91172	0
2	0.915573	0.913647	0.00136229
3	0.910171	0.912488	0.00131144
4	0.912247	0.912428	0.000984974
5	0.910607	0.912064	0.000852649
6	0.913584	0.912317	0.000747265
7	0.91232	0.912317	0.000640513
8	0.911129	0.912169	0.000577411
9	0.915801	0.912572	0.000638888
10	0.909267	0.912242	0.00065493
11	0.912599	0.912274	0.000596194
12	0.910727	0.912145	0.000560282
13	0.914492	0.912326	0.000545479
14	0.915624	0.912561	0.000555046
15	0.909859	0.912381	0.000546504
16	0.911698	0.912339	0.000514014
17	0.914006	0.912437	0.000493046
18	0.915112	0.912585	0.000487548
19	0.910244	0.912462	0.000477209
20	0.914522	0.912565	0.000464333
