#BLOCK:	ACTUAL_KE:	KE_AVE:	ERROR:
1	1.18338	1.18338	0
2	1.18969	1.18653	0.00222925
3	1.18932	1.18746	0.00166838
4	1.19239	1.18869	0.0016439
5	1.18352	1.18766	0.00160836
6	1.18608	1.1874	0.00136168
7	1.18812	1.1875	0.00117105
8	1.18556	1.18726	0.00104949
9	1.1869	1.18722	0.000933609
10	1.18184	1.18668	0.000982997
11	1.18795	1.18679	0.000900341
12	1.18583	1.18671	0.000828911
13	1.19163	1.18709	0.000847083
14	1.18518	1.18696	0.000797496
15	1.18272	1.18667	0.000792704
16	1.19125	1.18696	0.000793115
17	1.19446	1.1874	0.000860547
18	1.18161	1.18708	0.000870887
19	1.18649	1.18705	0.000825597
20	1.18023	1.18671	0.000851864
