#BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
1	0.793583	0.793583	0
2	0.797867	0.795725	0.00151443
3	0.798172	0.796541	0.00120955
4	0.797123	0.796686	0.000915879
5	0.797093	0.796768	0.000736313
6	0.790694	0.795755	0.0011093
7	0.791698	0.795176	0.00109179
8	0.794897	0.795141	0.000955873
9	0.800014	0.795682	0.000991246
10	0.795056	0.79562	0.000894099
11	0.794729	0.795539	0.000816472
12	0.793307	0.795353	0.000769331
13	0.793952	0.795245	0.000717653
14	0.796721	0.795351	0.000674096
15	0.797756	0.795511	0.000647957
16	0.796621	0.79558	0.00061116
17	0.795114	0.795553	0.000575824
18	0.792879	0.795404	0.000562673
19	0.795911	0.795431	0.00053369
20	0.796624	0.795491	0.000510328
