#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-5.70967	-5.70967	0
2	-5.70908	-5.70937	0.000209612
3	-5.709	-5.70925	0.000173478
4	-5.70936	-5.70928	0.000132513
5	-5.70911	-5.70924	0.000110009
6	-5.70912	-5.70922	9.36068e-05
7	-5.70909	-5.7092	8.20623e-05
8	-5.70947	-5.70924	7.80176e-05
9	-5.7089	-5.7092	7.77916e-05
10	-5.70973	-5.70925	8.64393e-05
11	-5.70963	-5.70929	8.51973e-05
12	-5.70957	-5.70931	8.12185e-05
13	-5.71035	-5.70939	0.000107316
14	-5.70889	-5.70936	0.000105453
15	-5.70924	-5.70935	9.87225e-05
16	-5.70874	-5.70931	9.95467e-05
17	-5.71025	-5.70937	0.000108063
18	-5.70817	-5.7093	0.000120661
19	-5.70905	-5.70929	0.000115012
20	-5.7081	-5.70923	0.000123506
