#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	0.956846	0.956846	0
2	0.960122	0.958484	0.00115833
3	0.953345	0.956771	0.00159757
4	0.960348	0.957665	0.00142662
5	0.957661	0.957664	0.00114129
6	0.959185	0.957918	0.000978804
7	0.955141	0.957521	0.000915833
8	0.958218	0.957608	0.000805482
9	0.956906	0.95753	0.000719751
10	0.963423	0.958119	0.000855647
11	0.962054	0.958477	0.000849324
12	0.959664	0.958576	0.000784287
13	0.957182	0.958469	0.000731253
14	0.963574	0.958833	0.000764544
15	0.959571	0.958883	0.000715154
16	0.95562	0.958679	0.000698915
17	0.960351	0.958777	0.000664692
18	0.959806	0.958834	0.000630219
19	0.958974	0.958842	0.000597092
20	0.957537	0.958776	0.000570791
