#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-6.71474	-6.71474	0
2	-6.71883	-6.71678	0.00144781
3	-6.71554	-6.71637	0.00102276
4	-6.71501	-6.71603	0.000821498
5	-6.70938	-6.7147	0.00135929
6	-6.71262	-6.71435	0.00117591
7	-6.71867	-6.71497	0.00115838
8	-6.71666	-6.71518	0.0010326
9	-6.71936	-6.71565	0.00101702
10	-6.71221	-6.7153	0.000971586
11	-6.71357	-6.71515	0.000895921
12	-6.71693	-6.71529	0.000833514
13	-6.71445	-6.71523	0.00077192
14	-6.71779	-6.71541	0.000738182
15	-6.71485	-6.71537	0.000689913
16	-6.71974	-6.71565	0.000698678
17	-6.7131	-6.7155	0.000673485
18	-6.71441	-6.71544	0.000638753
19	-6.71432	-6.71538	0.000607841
20	-6.71541	-6.71538	0.000577451
