#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	0.953682	0.953682	0
2	0.958199	0.955941	0.00159719
3	0.958375	0.956752	0.00125415
4	0.957373	0.956908	0.00095018
5	0.957317	0.956989	0.000763664
6	0.950537	0.955914	0.00116988
7	0.951533	0.955288	0.00115815
8	0.954927	0.955243	0.00101427
9	0.960276	0.955802	0.00104443
10	0.955214	0.955743	0.000941647
11	0.954799	0.955658	0.000859948
12	0.953229	0.955455	0.000811757
13	0.953949	0.955339	0.000757535
14	0.95674	0.955439	0.00071
15	0.957949	0.955607	0.000682097
16	0.9566	0.955669	0.000642286
17	0.955023	0.955631	0.000605625
18	0.95281	0.955474	0.000591912
19	0.955946	0.955499	0.00056128
20	0.956808	0.955564	0.00053702
