#BLOCK:	ACTUAL_KE:	KE_AVE:	ERROR:
1	1.13688	1.13688	0
2	1.1425	1.13969	0.00198708
3	1.13442	1.13793	0.00195093
4	1.13742	1.1378	0.00146745
5	1.13525	1.13729	0.00126004
6	1.13961	1.13768	0.00110769
7	1.13779	1.13769	0.000949562
8	1.13606	1.13749	0.000852657
9	1.14282	1.13808	0.000941202
10	1.13325	1.1376	0.000963139
11	1.13809	1.13764	0.000876618
12	1.13546	1.13746	0.000822278
13	1.14076	1.13771	0.000797121
14	1.14247	1.13805	0.000809394
15	1.13408	1.13779	0.000797574
16	1.13678	1.13773	0.00075023
17	1.1403	1.13788	0.000721256
18	1.14194	1.1381	0.00071557
19	1.13472	1.13793	0.000699681
20	1.14098	1.13808	0.000681169
