#BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
1	0.779572	0.779572	0
2	0.783118	0.781345	0.00125383
3	0.77502	0.779237	0.00191376
4	0.781874	0.779896	0.00154476
5	0.783622	0.780641	0.0014041
6	0.783072	0.781046	0.00122711
7	0.781296	0.781082	0.00105233
8	0.783979	0.781444	0.000981122
9	0.781838	0.781488	0.000873083
10	0.780685	0.781408	0.00078946
11	0.780536	0.781328	0.00072166
12	0.779972	0.781215	0.00067032
13	0.782192	0.78129	0.000622953
14	0.782665	0.781389	0.000586141
15	0.78436	0.781587	0.000579569
16	0.782205	0.781625	0.000544635
17	0.781215	0.781601	0.000513132
18	0.782096	0.781629	0.000485359
19	0.778665	0.781473	0.000484229
20	0.7787	0.781334	0.000479452
