#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-5.51595	-5.51595	0
2	-5.51437	-5.51516	0.000558723
3	-5.51504	-5.51512	0.000373996
4	-5.51461	-5.51499	0.000301585
5	-5.51534	-5.51506	0.000249114
6	-5.51495	-5.51504	0.000208334
7	-5.51459	-5.51498	0.00018826
8	-5.5148	-5.51496	0.000166017
9	-5.51496	-5.51496	0.000147572
10	-5.51448	-5.51491	0.000140161
11	-5.51553	-5.51497	0.000138378
12	-5.51513	-5.51498	0.000127535
13	-5.51547	-5.51502	0.000123256
14	-5.51582	-5.51507	0.000126936
15	-5.5155	-5.5151	0.000121666
16	-5.51555	-5.51513	0.000117255
17	-5.51585	-5.51517	0.000117832
18	-5.51487	-5.51516	0.00011251
19	-5.51456	-5.51513	0.000110915
20	-5.51487	-5.51511	0.000106116
