#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	0.858107	0.858107	0
2	0.860537	0.859322	0.000858863
3	0.856372	0.858338	0.000986242
4	0.86006	0.858769	0.000828272
5	0.8599	0.858995	0.00069284
6	0.856294	0.858545	0.000708657
7	0.861467	0.858962	0.000719928
8	0.860698	0.859179	0.000661823
9	0.856305	0.85886	0.000660876
10	0.857604	0.858734	0.000606613
11	0.861097	0.858949	0.000588269
12	0.856221	0.858722	0.000581508
13	0.862004	0.858974	0.000589049
14	0.859655	0.859023	0.000548975
15	0.858584	0.858994	0.000513157
16	0.859657	0.859035	0.000482755
17	0.857072	0.85892	0.000467959
18	0.85869	0.858907	0.000442135
19	0.859131	0.858919	0.000419023
20	0.8566	0.858803	0.000413806
