#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-6.66522	-6.66522	0
2	-6.66915	-6.66718	0.00139161
3	-6.65852	-6.6643	0.00253383
4	-6.67125	-6.66603	0.00242459
5	-6.67038	-6.6669	0.00208957
6	-6.67101	-6.66759	0.00185021
7	-6.6749	-6.66863	0.00185767
8	-6.66307	-6.66794	0.00175082
9	-6.67125	-6.66831	0.0015944
10	-6.66639	-6.66811	0.00144641
11	-6.66234	-6.66759	0.0014068
12	-6.67021	-6.66781	0.00130647
13	-6.6636	-6.66748	0.00124551
14	-6.67137	-6.66776	0.00118702
15	-6.66371	-6.66749	0.00113813
16	-6.66757	-6.6675	0.00106701
17	-6.66392	-6.66729	0.0010248
18	-6.66708	-6.66727	0.000967938
19	-6.66623	-6.66722	0.000918545
20	-6.66163	-6.66694	0.000914146
