#BLOCK:	ACTUAL_KE:	KE_AVE:	ERROR:
1	1.067	1.067	0
2	1.07107	1.06904	0.00143632
3	1.06946	1.06918	0.000964476
4	1.07189	1.06985	0.000931432
5	1.06852	1.06959	0.000782525
6	1.07132	1.06988	0.000703454
7	1.07149	1.07011	0.000639596
8	1.06639	1.06964	0.000708744
9	1.07165	1.06986	0.000664109
10	1.06803	1.06968	0.00062247
11	1.06907	1.06963	0.000568394
12	1.07153	1.06978	0.000542626
13	1.0654	1.06945	0.000596678
14	1.06907	1.06942	0.000554649
15	1.06725	1.06927	0.000536251
16	1.07483	1.06962	0.000604833
17	1.07317	1.06983	0.000604248
18	1.07326	1.07002	0.000599947
19	1.06776	1.0699	0.00058001
20	1.06858	1.06984	0.000554794
