#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	0.956465	0.956465	0
2	0.961043	0.958754	0.00161829
3	0.961422	0.959643	0.00130048
4	0.958409	0.959335	0.00101134
5	0.962014	0.959871	0.000940402
6	0.959035	0.959731	0.000793918
7	0.958111	0.9595	0.000713443
8	0.957518	0.959252	0.0006659
9	0.957911	0.959103	0.000608367
10	0.959555	0.959148	0.000549204
11	0.959139	0.959147	0.000499277
12	0.956034	0.958888	0.000520745
13	0.957044	0.958746	0.000499625
14	0.961827	0.958966	0.000510099
15	0.955575	0.95874	0.000523808
16	0.958966	0.958754	0.000491261
17	0.961794	0.958933	0.000493843
18	0.958196	0.958892	0.000468103
19	0.959919	0.958946	0.000446573
20	0.960627	0.95903	0.000432083
