#BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
1	0.795963	0.795963	0
2	0.800301	0.798132	0.00153392
3	0.800807	0.799024	0.00125539
4	0.797815	0.798721	0.000977252
5	0.801374	0.799252	0.00091448
6	0.798456	0.799119	0.000771624
7	0.797496	0.798887	0.000695369
8	0.797145	0.79867	0.000641655
9	0.797668	0.798558	0.00057993
10	0.799064	0.798609	0.000524134
11	0.798789	0.798625	0.000476742
12	0.79563	0.798376	0.000498082
13	0.796698	0.798247	0.000476185
14	0.801227	0.798459	0.000487435
15	0.795191	0.798242	0.000501282
16	0.798563	0.798262	0.000470356
17	0.801129	0.79843	0.000471959
18	0.797671	0.798388	0.000447619
19	0.799431	0.798443	0.00042741
20	0.800096	0.798526	0.00041395
