#BLOCK:	ACTUAL_KE:	KE_AVE:	ERROR:
1	1.13535	1.13535	0
2	1.14072	1.13804	0.00189883
3	1.13714	1.13774	0.00128939
4	1.1375	1.13768	0.000968376
5	1.13178	1.1365	0.00130954
6	1.13395	1.13607	0.0011582
7	1.1394	1.13655	0.00108568
8	1.13847	1.13679	0.000976164
9	1.14149	1.13731	0.000997924
10	1.1337	1.13695	0.000961425
11	1.13564	1.13683	0.000881361
12	1.13859	1.13698	0.000820028
13	1.13548	1.13686	0.000764997
14	1.13971	1.13707	0.000736884
15	1.1361	1.137	0.000690586
16	1.14191	1.13731	0.000712385
17	1.13452	1.13714	0.000689061
18	1.13589	1.13707	0.0006543
19	1.13519	1.13698	0.000627331
20	1.13752	1.137	0.00059655
