#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-5.47409	-5.47409	0
2	-5.47263	-5.47336	0.000516269
3	-5.4732	-5.47331	0.000347127
4	-5.47379	-5.47343	0.000280373
5	-5.47376	-5.47349	0.000231801
6	-5.47313	-5.47343	0.000201088
7	-5.4735	-5.47344	0.000172592
8	-5.47351	-5.47345	0.000151254
9	-5.47406	-5.47352	0.000148926
10	-5.47391	-5.47356	0.000139095
11	-5.47388	-5.47359	0.000129559
12	-5.47296	-5.47354	0.000129035
13	-5.47272	-5.47347	0.000133494
14	-5.47374	-5.47349	0.000125366
15	-5.47388	-5.47352	0.000119586
16	-5.47354	-5.47352	0.000112117
17	-5.47375	-5.47353	0.000106335
18	-5.47322	-5.47351	0.000101869
19	-5.47321	-5.4735	9.77747e-05
20	-5.47433	-5.47354	0.000101314
