#BLOCK:	ACTUAL_KE:	KE_AVE:	ERROR:
1	0.92081	0.92081	0
2	0.921401	0.921106	0.000208975
3	0.918974	0.920395	0.000596784
4	0.920743	0.920482	0.000453888
5	0.924827	0.921351	0.000857844
6	0.919559	0.921052	0.00076508
7	0.921007	0.921046	0.000655811
8	0.924439	0.92147	0.000697641
9	0.915085	0.920761	0.000912113
10	0.924558	0.92114	0.00089646
11	0.917926	0.920848	0.00086128
12	0.922474	0.920983	0.000800088
13	0.918929	0.920825	0.000753994
14	0.923896	0.921045	0.000731337
15	0.922354	0.921132	0.000687768
16	0.919381	0.921023	0.000653434
17	0.9208	0.921009	0.000615128
18	0.921011	0.92101	0.000580954
19	0.921045	0.921011	0.000550381
20	0.924737	0.921198	0.000553491
