#BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
1	0.614555	0.614555	0
2	0.614062	0.614308	0.000174316
3	0.611667	0.613428	0.000728234
4	0.614169	0.613613	0.000569242
5	0.615127	0.613916	0.000529852
6	0.614158	0.613956	0.000443079
7	0.611558	0.613614	0.000494795
8	0.614714	0.613751	0.000451663
9	0.615781	0.613977	0.000454302
10	0.614942	0.614073	0.000419005
11	0.611369	0.613827	0.000447248
12	0.615166	0.613939	0.000423665
13	0.613592	0.613912	0.000391917
14	0.614905	0.613983	0.000370282
15	0.614676	0.614029	0.000348463
16	0.616059	0.614156	0.000349009
17	0.614552	0.61418	0.000329255
18	0.612912	0.614109	0.000318403
19	0.615555	0.614185	0.000310602
20	0.611578	0.614055	0.000321273
