#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	0.857433	0.857433	0
2	0.860275	0.858854	0.00100506
3	0.858952	0.858887	0.000670578
4	0.860528	0.859297	0.000615768
5	0.858274	0.859092	0.000525524
6	0.860325	0.859298	0.000476404
7	0.860385	0.859453	0.000432918
8	0.857	0.859146	0.000475157
9	0.860624	0.859311	0.000449814
10	0.858139	0.859193	0.000419818
11	0.858788	0.859157	0.000383268
12	0.86029	0.859251	0.000362786
13	0.856235	0.859019	0.000402294
14	0.85862	0.85899	0.000374566
15	0.857664	0.858902	0.000359879
16	0.862856	0.859149	0.000413628
17	0.861635	0.859295	0.000414335
18	0.86161	0.859424	0.000410792
19	0.857867	0.859342	0.00039726
20	0.858305	0.85929	0.000380769
