#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-6.7772	-6.7772	0
2	-6.78004	-6.77862	0.00100471
3	-6.77988	-6.77904	0.000752382
4	-6.78144	-6.77964	0.000767256
5	-6.77765	-6.77924	0.000709288
6	-6.78075	-6.77949	0.000634024
7	-6.78109	-6.77972	0.000582798
8	-6.77599	-6.77926	0.000671301
9	-6.78132	-6.77948	0.000634553
10	-6.77761	-6.7793	0.000598165
11	-6.779	-6.77927	0.000544387
12	-6.78172	-6.77947	0.000536078
13	-6.77493	-6.77913	0.000597859
14	-6.77798	-6.77904	0.000560751
15	-6.77604	-6.77884	0.000558005
16	-6.78422	-6.77918	0.000616136
17	-6.78288	-6.7794	0.00061716
18	-6.78242	-6.77956	0.000605241
19	-6.7771	-6.77944	0.000587095
20	-6.77781	-6.77935	0.00056334
