#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	0.936609	0.936609	0
2	0.94084	0.938725	0.00149576
3	0.939132	0.938861	0.00100333
4	0.939388	0.938992	0.000761117
5	0.9388	0.938954	0.000609869
6	0.933873	0.938107	0.000925136
7	0.938698	0.938192	0.000796821
8	0.942269	0.938701	0.00084467
9	0.938516	0.938681	0.000751068
10	0.940209	0.938834	0.000691344
11	0.939249	0.938871	0.000629525
12	0.939959	0.938962	0.000583547
13	0.934656	0.938631	0.000625657
14	0.939891	0.938721	0.000587406
15	0.938642	0.938715	0.000548269
16	0.943325	0.939004	0.000584804
17	0.930906	0.938527	0.000718688
18	0.94118	0.938675	0.000693705
19	0.938957	0.938689	0.000657354
20	0.939946	0.938752	0.000627482
