#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-5.46741	-5.46741	0
2	-5.46661	-5.46701	0.000282604
3	-5.46686	-5.46696	0.00019302
4	-5.4676	-5.46712	0.000200288
5	-5.46706	-5.46711	0.000160629
6	-5.46722	-5.46713	0.000135034
7	-5.46578	-5.46693	0.000212481
8	-5.46676	-5.46691	0.000187014
9	-5.46688	-5.46691	0.000166266
10	-5.46712	-5.46693	0.000150927
11	-5.46623	-5.46687	0.000149975
12	-5.46625	-5.46682	0.000146061
13	-5.46525	-5.4667	0.000177432
14	-5.46736	-5.46674	0.000171036
15	-5.46693	-5.46676	0.000160073
16	-5.46578	-5.46669	0.000161214
17	-5.46691	-5.46671	0.00015222
18	-5.46665	-5.4667	0.000143796
19	-5.46654	-5.4667	0.000136473
20	-5.467	-5.46671	0.000130499
