#BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
1	0.796738	0.796738	0
2	0.801088	0.798913	0.00153802
3	0.801656	0.799827	0.00126828
4	0.798277	0.79944	0.00100872
5	0.802721	0.800096	0.000997881
6	0.796788	0.799545	0.000971998
7	0.798371	0.799377	0.000847469
8	0.799396	0.799379	0.000741539
9	0.80086	0.799544	0.000677136
10	0.801104	0.7997	0.00062714
11	0.800708	0.799792	0.000576786
12	0.800098	0.799817	0.000529286
13	0.798838	0.799742	0.000493898
14	0.802766	0.799958	0.000503639
15	0.797746	0.79981	0.000491172
16	0.794664	0.799489	0.000555912
17	0.803472	0.799723	0.000570454
18	0.796287	0.799532	0.000569799
19	0.796297	0.799362	0.00056468
20	0.795384	0.799163	0.000570393
