#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-6.6852	-6.6852	0
2	-6.68996	-6.68758	0.00168216
3	-6.67781	-6.68432	0.00288585
4	-6.68924	-6.68555	0.00241205
5	-6.6906	-6.68656	0.0021305
6	-6.68981	-6.6871	0.00184292
7	-6.68719	-6.68711	0.0015797
8	-6.6918	-6.6877	0.001487
9	-6.68869	-6.68781	0.00132586
10	-6.68556	-6.68759	0.00121224
11	-6.68634	-6.68747	0.0011073
12	-6.68496	-6.68726	0.00103462
13	-6.68804	-6.68732	0.000956763
14	-6.68899	-6.68744	0.000895799
15	-6.69195	-6.68774	0.000885084
16	-6.68933	-6.68784	0.000835327
17	-6.68804	-6.68785	0.000786273
18	-6.68729	-6.68782	0.000743207
19	-6.68338	-6.68759	0.00073994
20	-6.68386	-6.6874	0.000726046
