#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-6.66122	-6.66122	0
2	-6.66628	-6.66375	0.00178962
3	-6.66753	-6.66501	0.00157434
4	-6.66333	-6.66459	0.00123589
5	-6.66867	-6.66541	0.00122939
6	-6.66393	-6.66516	0.00104896
7	-6.66227	-6.66475	0.00097711
8	-6.66221	-6.66443	0.00090515
9	-6.66383	-6.66436	0.000807043
10	-6.66449	-6.66438	0.000726439
11	-6.66451	-6.66439	0.000660506
12	-6.65863	-6.66391	0.000759944
13	-6.6615	-6.66372	0.000723798
14	-6.66795	-6.66402	0.000732406
15	-6.65992	-6.66375	0.000732903
16	-6.66442	-6.66379	0.000688296
17	-6.6677	-6.66402	0.00068516
18	-6.66265	-6.66395	0.000651332
19	-6.66597	-6.66405	0.000625736
20	-6.66674	-6.66419	0.000608697
