#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	0.948228	0.948228	0
2	0.952661	0.950445	0.00156731
3	0.95228	0.951056	0.00115818
4	0.954398	0.951892	0.00113043
5	0.948281	0.95117	0.00111134
6	0.950182	0.951005	0.000938227
7	0.951448	0.951068	0.000806329
8	0.949635	0.950889	0.000725178
9	0.950519	0.950848	0.000645767
10	0.947167	0.95048	0.00067805
11	0.951218	0.950547	0.000619716
12	0.949689	0.950475	0.000572179
13	0.953564	0.950713	0.00057537
14	0.949289	0.950611	0.000543195
15	0.947817	0.950425	0.000537969
16	0.953694	0.950629	0.000541756
17	0.955726	0.950929	0.000587019
18	0.946901	0.950705	0.000595528
19	0.950216	0.95068	0.00056474
20	0.946091	0.95045	0.000581237
