#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-5.57803	-5.57803	0
2	-5.57776	-5.57789	9.38471e-05
3	-5.57737	-5.57772	0.000155132
4	-5.57795	-5.57778	0.000126245
5	-5.57683	-5.57759	0.00019742
6	-5.57668	-5.57744	0.000214586
7	-5.57764	-5.57746	0.000185908
8	-5.57825	-5.57756	0.000186837
9	-5.57853	-5.57767	0.000194767
10	-5.57657	-5.57756	0.000204264
11	-5.57788	-5.57759	0.0001877
12	-5.57807	-5.57763	0.000176302
13	-5.57812	-5.57767	0.000166768
14	-5.57779	-5.57768	0.000155096
15	-5.57774	-5.57768	0.00014481
16	-5.57611	-5.57758	0.000165663
17	-5.57747	-5.57758	0.000156051
18	-5.57741	-5.57757	0.000147652
19	-5.57663	-5.57752	0.000147824
20	-5.57772	-5.57753	0.000140784
