#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	0.937068	0.937068	0
2	0.940759	0.938913	0.00130506
3	0.932565	0.936797	0.00193441
4	0.939476	0.937467	0.00156244
5	0.941372	0.938248	0.00143188
6	0.940929	0.938695	0.00126104
7	0.938942	0.93873	0.00108138
8	0.941685	0.9391	0.00100731
9	0.939636	0.939159	0.000897146
10	0.938443	0.939088	0.000810286
11	0.938198	0.939007	0.000740649
12	0.937404	0.938873	0.000690858
13	0.939823	0.938946	0.000641568
14	0.940546	0.939061	0.000605833
15	0.942186	0.939269	0.000600198
16	0.939985	0.939314	0.000564352
17	0.939011	0.939296	0.000531436
18	0.939695	0.939318	0.000502375
19	0.93623	0.939155	0.000501541
20	0.936289	0.939012	0.000496525
