#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	0.957899	0.957899	0
2	0.96116	0.959529	0.00115291
3	0.954638	0.957899	0.00153719
4	0.961294	0.958748	0.00136733
5	0.958285	0.958655	0.00109699
6	0.963426	0.95945	0.00116732
7	0.959322	0.959432	0.0010007
8	0.959368	0.959424	0.000875646
9	0.961477	0.959652	0.000807534
10	0.954691	0.959156	0.000865869
11	0.96404	0.9596	0.000893772
12	0.963484	0.959924	0.00087593
13	0.957148	0.95971	0.000834167
14	0.96078	0.959786	0.000778075
15	0.961547	0.959904	0.000735004
16	0.95701	0.959723	0.000710965
17	0.95965	0.959719	0.000669156
18	0.957325	0.959586	0.000645063
19	0.959156	0.959563	0.000611509
20	0.956014	0.959386	0.000606139
