#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-6.91249	-6.91249	0
2	-6.91061	-6.91155	0.000665169
3	-6.90791	-6.91034	0.00108368
4	-6.91222	-6.91081	0.000909566
5	-6.91325	-6.91129	0.000848355
6	-6.91208	-6.91143	0.000716916
7	-6.90726	-6.91083	0.000824926
8	-6.91286	-6.91108	0.000759915
9	-6.91401	-6.91141	0.000741834
10	-6.91259	-6.91153	0.00067691
11	-6.90723	-6.91114	0.000719357
12	-6.91333	-6.91132	0.000682154
13	-6.91132	-6.91132	0.00062968
14	-6.913	-6.91144	0.000596009
15	-6.91276	-6.91153	0.000562768
16	-6.91507	-6.91175	0.000569551
17	-6.91283	-6.91181	0.000539561
18	-6.90899	-6.91166	0.000531817
19	-6.91492	-6.91183	0.000530851
20	-6.90747	-6.91161	0.00054715
