#BLOCK:	ACTUAL_KE:	KE_AVE:	ERROR:
1	1.19606	1.19606	0
2	1.2007	1.19838	0.00164302
3	1.19096	1.19591	0.00229604
4	1.20104	1.19719	0.00204974
5	1.19659	1.19707	0.00164327
6	1.20394	1.19822	0.0017221
7	1.19793	1.19817	0.00147658
8	1.19759	1.1981	0.00129384
9	1.20094	1.19842	0.00118782
10	1.19128	1.1977	0.00126542
11	1.20511	1.19838	0.00131752
12	1.20444	1.19888	0.00130104
13	1.19487	1.19857	0.00123693
14	1.19996	1.19867	0.00115252
15	1.20127	1.19885	0.00108864
16	1.19458	1.19858	0.00105278
17	1.19863	1.19858	0.000990859
18	1.19521	1.19839	0.00095337
19	1.19788	1.19837	0.00090357
20	1.19336	1.19812	0.000892398
