#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-5.99113	-5.99113	0
2	-5.98951	-5.99032	0.000572704
3	-5.98987	-5.99017	0.00040147
4	-5.99031	-5.99021	0.000302695
5	-5.99083	-5.99033	0.00026621
6	-5.99116	-5.99047	0.000255216
7	-5.98965	-5.99035	0.000243864
8	-5.99052	-5.99037	0.000214294
9	-5.99044	-5.99038	0.000190602
10	-5.99016	-5.99036	0.000172854
11	-5.99086	-5.9904	0.000163124
12	-5.9909	-5.99045	0.000154622
13	-5.99095	-5.99048	0.00014757
14	-5.99186	-5.99058	0.00016675
15	-5.99031	-5.99056	0.000156637
16	-5.99049	-5.99056	0.000146911
17	-5.99003	-5.99053	0.000141492
18	-5.99031	-5.99052	0.000134151
19	-5.99058	-5.99052	0.000127135
20	-5.99027	-5.99051	0.000121406
