#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-6.7149	-6.7149	0
2	-6.72026	-6.71758	0.00189323
3	-6.7118	-6.71565	0.00201768
4	-6.71536	-6.71558	0.00151456
5	-6.71207	-6.71488	0.00136443
6	-6.71629	-6.71511	0.00115717
7	-6.71543	-6.71516	0.00099273
8	-6.71431	-6.71505	0.000874333
9	-6.72135	-6.71575	0.00101949
10	-6.70982	-6.71516	0.00107661
11	-6.71597	-6.71523	0.000981237
12	-6.71353	-6.71509	0.000909687
13	-6.71888	-6.71538	0.000885135
14	-6.72026	-6.71573	0.000887979
15	-6.71182	-6.71547	0.000866211
16	-6.71289	-6.71531	0.000826956
17	-6.71777	-6.71545	0.000790917
18	-6.71935	-6.71567	0.00077599
19	-6.71136	-6.71544	0.000767647
20	-6.7187	-6.71561	0.000746361
